StoryDate,Source,Length,topicgrouped,LeadNewsmaker,LeadNewsmaker2
20120131,541,272,2,"Reagan, Michael","Gingrich, Newt"
20120131,541,329,8,99,"Obama Administration"
20120131,541,168,14,99,"Obama Administration"
20120131,541,123,6,99,99
20120202,541,68,1,99,"Holder, Eric"
20120202,541,160,1,99,"Holder, Eric"
20120202,541,56,1,99,"Terry, Brian"
20120202,541,127,6,99,"Clapper, James"
20120202,541,144,5,99,99
20120202,541,74,8,"Obama, Barack","Elmendorf, Doug"
20120202,541,150,2,"Obama, Barack","Lowry, Rich"
20120202,541,151,8,"Obama, Barack","Lowry, Rich"
20120202,541,288,21,99,99
20120203,541,242,26,99,99
20120203,541,147,8,99,99
20120203,541,143,1,99,99
20120203,541,74,1,"Holder, Eric","Terry, Brian"
20120203,541,372,25,99,99
20120203,541,52,14,99,99
20120203,541,125,18,99,99
20120206,541,149,25,99,99
20120206,541,56,25,99,99
20120206,541,63,2,99,99
20120206,541,41,2,99,"Hoekstra, Pete"
20120206,541,256,2,99,"Hoekstra, Pete"
20120206,541,454,13,99,"Boykin, William"
20120206,541,90,25,99,99
20120206,541,156,14,99,"Sebelius, Kathleen"
20120208,541,191,25,99,99
20120208,541,30,25,99,99
20120208,541,53,2,"Romney, Mitt","Santorum, Rick"
20120208,541,81,8,"Obama, Barack","Bernanke, Ben"
20120208,541,134,8,99,"Obama, Barack"
20120208,541,87,8,99,"Bernanke, Ben"
20120208,541,21,5,99,99
20120208,541,452,26,99,"Gillerman, Dan"
20120208,541,141,26,99,99
20120209,541,237,25,99,99
20120209,541,30,26,99,"Roshan, Mostafa"
20120209,541,25,21,99,99
20120209,541,343,8,99,99
20120209,541,105,12,99,99
20120209,541,266,25,99,99
20120209,541,44,5,"Woods, Thomas","Baxter, Brittany"
20120209,541,134,5,99,"Bray, Joseph"
20120214,541,254,2,"Romney, Mitt","Santorum, Rick"
20120214,541,79,2,99,"Santorum, Rick"
20120214,541,29,2,99,"Santorum, Rick"
20120214,541,67,25,99,"Biden, Joe"
20120214,541,97,23,99,99
20120214,541,25,5,99,"Breyer, Stephen"
20120214,541,234,2,99,"Obama, Barack"
20120214,541,124,2,99,"Obama, Barack"
20120214,541,28,24,99,"Dyer, Kyle"
20120214,541,89,5,99,"Valentine, Judy"
20120215,541,133,3,99,99
20120215,541,39,3,99,99
20120215,541,22,7,99,"Obama, Barack"
20120215,541,47,25,99,"Paul, Rand"
20120215,541,244,25,99,"Dunne, Charles"
20120215,541,117,18,99,99
20120215,541,361,1,"Holder, Eric","Issa, Darrell"
20120215,541,90,14,99,"Issa, Darrell"
20120215,541,202,2,99,"Obama, Barack"
20120217,541,296,6,99,"El Khalifi, Amine"
20120217,541,33,8,99,99
20120217,541,158,8,99,99
20120217,541,247,3,99,"Tetz, Tim"
20120217,541,23,24,99,99
20120217,541,275,14,99,"Gottlieb, Scott"
20120217,541,90,7,99,99
20120217,541,184,23,99,99
20120220,541,74,25,99,"Obama, Barack"
20120220,541,63,25,99,"Obama, Barack"
20120220,541,145,2,99,"Obama, Barack"
20120220,541,34,25,99,99
20120220,541,125,26,99,99
20120220,541,206,1,99,"Glenn, John"
20120220,541,391,25,99,99
20120220,541,25,26,99,99
20120220,541,162,14,99,99
20120221,541,66,2,"Romney, Mitt","Santorum, Rick"
20120221,541,112,2,"Romney, Mitt","Rasmussen, Scott"
20120221,541,177,2,"Santorum, Rick","Romney, Mitt"
20120221,541,33,2,99,"Santorum, Rick"
20120221,541,157,25,99,99
20120221,541,489,25,"Obama, Barack","Reagan, Michael"
20120221,541,39,26,99,"Strauss-Kahn, Dominique"
20120221,541,146,2,99,"Obama, Barack"
20120223,541,131,25,99,99
20120223,541,20,26,99,99
20120223,541,166,8,99,"Obama, Barack"
20120223,541,210,7,99,"Rehr, David"
20120223,541,463,17,99,"Obama, Barack"
20120223,541,190,23,99,"Colvin, Marie"
20120223,541,111,2,99,"Obama, Barack"
20120224,541,227,2,99,"Obama, Barack"
20120224,541,156,9,99,"Gerard, Jack"
20120224,541,135,24,"Fuller, Katherine","Rice, Jeff"
20120224,541,438,25,99,99
20120224,541,112,8,99,99
20120227,541,126,5,99,99
20120227,541,316,2,"Santorum, Rick","Romney, Mitt"
20120227,541,189,5,99,"Assange, Julian"
20120227,541,409,25,99,"Obama, Barack"
20120227,541,127,5,99,99
20120229,541,128,19,99,99
20120229,541,269,2,99,99
20120229,541,38,2,99,"Santorum, Rick"
20120229,541,104,24,99,"Jones, Davy"
20120229,541,24,19,99,99
20120229,541,68,25,"Obama, Barack","Levin, Mark"
20120229,541,163,25,"Obama, Barack","Levin, Mark"
20120229,541,211,25,99,99
20120229,541,28,7,99,99
20120229,541,61,19,99,99
20120229,541,146,19,99,"Tirrone, Bill"
20120301,541,104,25,99,99
20120301,541,30,25,99,99
20120301,541,73,19,99,99
20120301,541,257,25,99,"Dunne, Charles"
20120301,541,29,7,99,99
20120301,541,427,2,"Koch, David","Koch, Charles"
20120301,541,30,14,99,99
20120301,541,121,9,99,99
20120301,541,15,19,99,99
20120306,541,78,1,99,"Obama, Barack"
20120306,541,358,1,99,"Obama, Barack"
20120306,541,121,2,"Romney, Mitt","Santorum, Rick"
20120306,541,353,2,"Reagan, Ronald","Obama, Barack"
20120306,541,56,14,99,"Fluke, Sandra"
20120306,541,54,26,99,"Obama, Barack"
20120306,541,123,5,"Fattah, Chaka Jr","Fattah, Chaka"
20120307,541,114,25,99,"Obama, Barack"
20120307,541,24,25,"Obama, Barack","Netanyahu, Benjamin"
20120307,541,64,25,99,"Obama, Barack"
20120307,541,154,25,99,99
20120307,541,136,9,99,99
20120307,541,46,25,99,"Obama, Barack"
20120307,541,168,25,99,"Obama, Barack"
20120307,541,116,8,99,"Obama, Barack"
20120307,541,108,8,99,"Obama, Barack"
20120307,541,137,15,99,99
20120309,541,169,25,99,99
20120309,541,50,25,99,99
20120309,541,101,24,99,99
20120309,541,213,9,99,99
20120309,541,29,24,99,99
20120309,541,346,25,99,99
20120309,541,37,24,99,99
20120309,541,157,15,99,99
20120312,541,76,25,99,99
20120312,541,425,25,99,"Crocker, Ryan"
20120312,541,26,26,99,99
20120312,541,103,2,99,99
20120312,541,382,2,99,99
20120312,541,160,11,99,99
20120313,541,217,2,99,"Obama, Barack"
20120313,541,60,2,99,"Obama, Barack"
20120313,541,104,2,99,"Obama, Barack"
20120313,541,158,25,99,99
20120313,541,205,26,99,99
20120313,541,109,25,99,99
20120313,541,22,8,99,99
20120313,541,156,14,99,99
20120313,541,13,2,99,99
20120315,541,173,25,99,"Karzai, Hamid"
20120315,541,176,25,99,99
20120315,541,454,5,99,"Nueman, Hemy"
20120315,541,297,25,99,99
20120315,541,187,5,99,"Nueman, Hemy"
20120315,541,129,5,99,"Nueman, Hemy"
20120316,541,55,25,"Obama, Barack","bin Laden, Osama"
20120316,541,194,19,99,99
20120316,541,134,19,99,99
20120316,541,268,7,99,"Smith, Greg"
20120316,541,298,3,99,"Obama Administration"
20120316,541,124,25,"Obama, Barack","bin Laden, Osama"
20120319,541,228,2,99,"Obama, Barack"
20120319,541,155,2,"Romney, Mitt","Obama, Barack"
20120319,541,30,8,99,99
20120319,541,173,26,99,99
20120319,541,174,18,99,"Celis-Acosta, Manuel Fabian"
20120319,541,222,1,99,"Meehan, Patrick"
20120319,541,37,24,99,"Restano, Edward"
20120319,541,109,18,99,"Farrow, Simone"
20120321,541,125,9,99,"Sacket, Mike"
20120321,541,122,19,99,99
20120321,541,426,18,99,"Holder, Eric"
20120321,541,17,19,99,99
20120321,541,39,15,99,99
20120321,541,117,14,99,99
20120322,541,228,14,99,"Obama, Barack"
20120322,541,169,9,99,99
20120322,541,39,26,99,99
20120322,541,24,25,99,"Shrum, Joel"
20120322,541,145,5,"Martin, Trayvon","Zimmerman, George"
20120322,541,423,9,99,"Obama, Barack"
20120322,541,150,17,99,99
20120327,541,136,14,99,99
20120327,541,228,14,99,99
20120327,541,25,14,99,99
20120327,541,48,14,99,"Obama Administration"
20120327,541,278,14,99,99
20120327,541,331,25,99,99
20120327,541,186,18,99,99
20120328,541,283,8,99,"Obama, Barack"
20120328,541,215,1,99,"Verrilli, Donald"
20120328,541,223,19,99,99
20120328,541,346,14,99,99
20120328,541,143,23,"Zimmerman, George","Martin, Trayvon"
20120330,541,178,26,99,99
20120330,541,47,25,99,99
20120330,541,125,26,"bin Laden, Osama","Fateh, Amal Ahmad Abdul"
20120330,541,25,14,99,99
20120330,541,141,8,99,99
20120330,541,32,11,99,"Osbon, Clayton"
20120330,541,70,25,99,99
20120330,541,285,25,99,99
20120330,541,23,19,99,99
20120330,541,187,21,99,99
20120403,541,152,1,99,"Obama, Barack"
20120403,541,62,2,"Ali, Tatyana","Obama, Barack"
20120403,541,65,14,99,"Obama, Barack"
20120403,541,310,2,99,"Rasmussen, Scott"
20120403,541,23,19,99,99
20120403,541,82,19,99,99
20120403,541,59,2,"Ali, Tatyana","Obama, Barack"
20120403,541,294,2,99,"Obama, Barack"
20120403,541,921,19,99,99
20120405,541,69,14,"Obama, Barack","Carney, Jay"
20120405,541,266,14,99,"Obama, Barack"
20120405,541,72,21,99,"Wilson, Mirlande"
20120405,541,164,9,99,99
20120405,541,26,7,99,"Obama, Barack"
20120405,541,297,7,99,"Buss, Kaitlyn"
20120405,541,187,24,99,"Collins, Helen"
20120406,541,165,24,99,99
20120406,541,383,1,99,99
20120406,541,178,24,99,99
20120406,541,160,24,99,99
20120406,541,392,1,99,99
20120406,541,204,24,99,99
20120409,541,70,2,"Romney, Mitt","Gingrich, Newt"
20120409,541,228,2,"Santorum, Rick","Romney, Mitt"
20120409,541,15,2,"Santorum, Bella","Santorum, Rick"
20120409,541,145,1,99,99
20120409,541,91,25,99,99
20120409,541,49,5,99,"Zimmerman, George"
20120409,541,362,25,99,99
20120409,541,31,5,99,99
20120409,541,160,2,"Santorum, Bella","Santorum, Rick"
20120411,541,92,26,99,99
20120411,541,126,26,99,99
20120411,541,33,25,99,99
20120411,541,66,5,99,"Holder, Eric"
20120411,541,107,5,"Zimmerman, George","Corey, Angela"
20120411,541,330,1,99,"Issa, Darrell"
20120411,541,13,5,99,"Zimmerman, George"
20120411,541,279,5,"Zimmerman, George","Corey, Angela"
20120411,541,399,25,99,99
20120412,541,106,5,99,"Zimmerman, George"
20120412,541,118,2,"Romney, Ann","Rosen, Hilary"
20120412,541,483,2,"Rosen, Hilary","Romney, Ann"
20120412,541,336,5,"Corey, Angela","Zimmerman, George"
20120412,541,163,7,99,99
20120417,541,193,25,99,99
20120417,541,161,1,99,"Neely, Jeff"
20120417,541,81,1,"Mica, John","Neely, Jeff"
20120417,541,292,2,99,"Rosen, Hilary"
20120417,541,68,25,99,"Obama, Barack"
20120417,541,264,25,99,"Obama, Barack"
20120417,541,131,24,99,"Hensley, Anthony"
20120418,541,178,26,99,"Ahmadinejad, Mahmoud"
20120418,541,29,6,99,"Zazi, Najibullah"
20120418,541,32,26,99,99
20120418,541,86,25,99,"Panetta, Leon"
20120418,541,342,25,99,99
20120418,541,395,1,"Epstein, Julian","Sekulow, Jay"
20120418,541,121,5,99,"Golden, Kayla Marie"
20120420,541,253,18,99,99
20120420,541,24,1,99,"Obama, Barack"
20120420,541,128,9,99,"Obama, Barack"
20120420,541,151,5,99,"Patz, Etan"
20120420,541,421,2,99,"Boxer, Barbara"
20120420,541,176,18,99,"Pemberton, Nathan"
20120423,541,324,8,99,99
20120423,541,31,18,99,"Obama, Barack"
20120423,541,134,2,99,"Romney, Mitt"
20120423,541,113,20,99,"Hudson, Jennifer"
20120423,541,344,25,99,99
20120423,541,182,5,99,99
20120424,541,276,1,"Mahany, Patty","Lee, Bill"
20120424,541,152,2,99,"Romney, Mitt"
20120424,541,56,2,99,"Obama, Barack"
20120424,541,122,5,99,99
20120424,541,41,1,99,"Christie, Chris"
20120424,541,344,8,"Obama, Barack","Reagan, Ronald"
20120424,541,173,1,99,"Panetta, Leon"
20120426,541,304,2,"Romney, Mitt","York, Byron"
20120426,541,45,2,99,"Obama, Barack"
20120426,541,67,1,99,"Armendariz, Al"
20120426,541,141,9,99,"Inhofe, James"
20120426,541,55,18,99,"Moran, Jerry"
20120426,541,428,18,99,99
20120426,541,133,3,99,"Stein, Gary"
20120427,541,126,1,99,99
20120427,541,171,2,"Romney, Mitt","Obama, Barack"
20120427,541,306,1,99,"Issa, Darrell"
20120427,541,373,2,"Romney, Mitt","Obama, Barack"
20120427,541,76,21,99,99
20120427,541,185,14,99,99
20120430,541,485,18,99,"Siller, Frank"
20120430,541,191,18,99,99
20120430,541,99,18,99,"Siller, Frank"
20120430,541,828,25,"Noda, Yoshihiko","Obama, Barack"
20120502,541,82,25,99,"Obama, Barack"
20120502,541,377,25,99,"Obama, Barack"
20120502,541,45,2,99,"Obama, Barack"
20120502,541,40,26,99,99
20120502,541,48,1,99,"Chong, Daniel"
20120502,541,26,1,99,"Crudwell, Rita"
20120502,541,404,2,99,"Obama, Barack"
20120502,541,33,5,99,99
20120502,541,129,26,99,99
20120503,541,234,1,99,"Holder, Eric"
20120503,541,20,5,99,99
20120503,541,270,7,99,99
20120503,541,497,2,"Obama, Barack","Arenda, Joel"
20120503,541,30,5,99,"Reddy, Jason Todd"
20120503,541,109,5,99,"Coyman, William"
20120508,541,187,25,99,99
20120508,541,437,6,99,99
20120508,541,20,6,99,"Abdulmutallab, Umar Farouk"
20120508,541,391,2,"Pfotenhauer, Nancy","Axelrod, David"
20120508,541,134,1,99,99
20120509,541,48,16,99,"Obama, Barack"
20120509,541,214,6,99,99
20120509,541,20,6,99,99
20120509,541,55,2,99,"Carville, James"
20120509,541,216,2,"Romney, Mitt","Obama, Barack"
20120509,541,34,18,99,"Terry, Brian"
20120509,541,42,25,99,"Biden, Joe"
20120509,541,367,25,99,99
20120509,541,57,6,99,99
20120509,541,171,2,"Obama, Barack","Judd, Keith"
20120511,541,94,5,99,"Goodman, John"
20120511,541,398,2,"Wolf, Michael","VanderSloot, Frank"
20120511,541,190,2,99,"Romney, Mitt"
20120511,541,99,5,99,"Goodman, John"
20120511,541,179,5,"DeMartin, Dennis","Goodman, John"
20120511,541,32,7,99,99
20120511,541,137,14,99,99
20120514,541,176,2,"Romney, Mitt","Obama, Barack"
20120514,541,186,2,"Romney, Mitt","Obama, Barack"
20120514,541,46,2,99,"Parker, David"
20120514,541,143,5,99,99
20120514,541,38,26,99,99
20120514,541,386,25,99,99
20120514,541,128,25,"Anderson, Austin","Luce, Hanna"
20120515,541,89,16,99,"Obama, Barack"
20120515,541,314,2,99,"Obama, Barack"
20120515,541,45,2,99,99
20120515,541,158,2,99,"O'Malley, Thomas"
20120515,541,255,5,99,"Wheeler, Rod"
20120515,541,155,5,99,"Celis, Isabel"
20120515,541,203,5,"Celis, Sergio","Wheeler, Rod"
20120518,541,478,8,99,99
20120518,541,171,14,99,"Sebelius, Kathleen"
20120518,541,63,1,99,"Holder, Eric"
20120518,541,281,25,99,99
20120518,541,164,9,99,99
20120521,541,208,14,99,"Dolan, Timothy"
20120521,541,184,2,"Obama, Barack","Cusack, Bob"
20120521,541,135,6,99,99
20120521,541,22,19,99,99
20120521,541,228,25,99,99
20120521,541,50,1,99,99
20120521,541,131,14,99,99
20120521,541,18,26,99,99
20120521,541,11,19,99,99
20120521,541,7,19,99,99
20120521,541,406,2,99,"Obama, Barack"
20120523,541,147,6,"Obama, Barack","bin Laden, Osama"
20120523,541,33,6,"Weinstein, Harvey","bin Laden, Osama"
20120523,541,246,18,99,"Haley, Nikki"
20120523,541,138,1,99,99
20120523,541,338,25,99,99
20120523,541,22,1,99,"Reagan, Nancy"
20120523,541,133,6,99,99
20120524,541,60,5,"Patz, Etan","Hernandez, Pedro"
20120524,541,121,5,99,"Hernandez, Pedro"
20120524,541,38,5,99,99
20120524,541,137,1,99,"Neely, Jeff"
20120524,541,156,8,99,99
20120524,541,34,11,99,99
20120524,541,110,5,99,99
20120524,541,293,26,99,99
20120524,541,365,5,99,99
20120529,541,163,25,99,99
20120529,541,247,2,"Romney, Mitt","Obama, Barack"
20120529,541,39,8,99,99
20120529,541,105,19,99,99
20120529,541,101,2,99,"Booker, Cory"
20120529,541,396,13,99,99
20120529,541,51,24,99,"Crowley, Pierce"
20120529,541,132,5,99,99
20120530,541,158,8,99,99
20120530,541,16,8,99,99
20120530,541,190,2,99,99
20120530,541,288,2,99,"Romney, Mitt"
20120530,541,389,2,"Romney, Mitt","Obama, Barack"
20120530,541,43,5,99,"Edwards, John"
20120530,541,122,5,99,99
20120105,543,186,2,"O'Reilly, Bill","Santorum, Rick"
20120105,543,266,2,99,"Obama, Barack"
20120105,543,263,2,"Santorum, Rick","Gingrich, Newt"
20120105,543,192,18,99,99
20120105,543,214,2,99,"Santorum, Rick"
20120105,543,92,2,99,"Santorum, Rick"
20120109,543,145,2,99,"Romney, Mitt"
20120109,543,173,2,99,"Romney, Mitt"
20120109,543,213,2,99,99
20120109,543,128,1,99,"Daley, Bill"
20120109,543,147,2,99,"Clinton, Hillary"
20120109,543,40,2,99,"Christie, Chris"
20120109,543,70,2,"Obama, Barack","Clinton, Hillary"
20120109,543,306,2,"Gingrich, Newt","Romney, Mitt"
20120111,543,175,2,99,"Romney, Mitt"
20120111,543,74,2,99,"Romney, Mitt"
20120111,543,179,2,99,"Romney, Mitt"
20120111,543,91,2,99,99
20120111,543,137,2,99,"Romney, Mitt"
20120111,543,66,2,99,"Romney, Mitt"
20120111,543,122,2,99,"Romney, Mitt"
20120111,543,117,2,99,"Bauer, Gary"
20120111,543,217,2,99,"Santorum, Rick"
20120113,543,156,2,99,"Romney, Mitt"
20120113,543,304,2,99,99
20120113,543,11,2,99,99
20120113,543,333,1,99,"Obama, Barack"
20120113,543,12,2,99,"Gingrich, Newt"
20120113,543,141,26,99,"Van der Sloot, Joran"
20120113,543,131,20,99,"Kardashian, Kim"
20120113,543,123,2,99,"Romney, Mitt"
20120117,543,416,2,99,99
20120117,543,181,2,99,"Gingrich, Newt"
20120117,543,94,2,99,"Romney, Mitt"
20120117,543,60,2,99,"Romney, Mitt"
20120117,543,67,2,99,"Romney, Mitt"
20120117,543,119,2,99,"Gingrich, Newt"
20120117,543,195,2,99,"Romney, Mitt"
20120117,543,46,2,99,99
20120119,543,147,2,"Gingrich, Marianne","Gingrich, Newt"
20120119,543,305,2,"Gingrich, Newt","Gingrich, Marianne"
20120119,543,81,2,99,"Romney, Mitt"
20120119,543,296,2,"Romney, Mitt","Gingrich, Newt"
20120119,543,373,2,"Gingrich, Newt","Romney, Mitt"
20120123,543,176,2,"Romney, Mitt","Gingrich, Newt"
20120123,543,364,2,"Gingrich, Newt","Romney, Mitt"
20120123,543,182,2,99,"Gingrich, Newt"
20120123,543,204,2,"Romney, Mitt","Gingrich, Newt"
20120123,543,366,2,"Gingrich, Newt","Romney, Mitt"
20120125,543,237,8,99,"Obama, Barack"
20120125,543,305,8,99,"Obama, Barack"
20120125,543,88,8,99,"Kucinich, Dennis"
20120125,543,112,8,99,"Kucinich, Dennis"
20120125,543,85,18,99,"Kucinich, Dennis"
20120125,543,43,11,99,"Kucinich, Dennis"
20120125,543,16,2,99,99
20120125,543,207,2,"Gingrich, Newt","Romney, Mitt"
20120125,543,87,2,99,"Santorum, Rick"
20120127,543,157,2,99,99
20120127,543,144,2,99,"Gingrich, Newt"
20120127,543,40,2,99,"Gingrich, Newt"
20120127,543,115,2,99,"Gingrich, Newt"
20120127,543,90,2,"Gingrich, Newt","Romney, Mitt"
20120127,543,259,2,99,"Gingrich, Newt"
20120127,543,350,2,99,99
20120202,543,207,2,99,"Romney, Mitt"
20120202,543,250,2,99,"Romney, Mitt"
20120202,543,58,2,99,"Obama, Barack"
20120202,543,156,2,99,"Pfotenhauer, Nancy"
20120202,543,65,7,99,"Pfotenhauer, Nancy"
20120202,543,32,7,99,"Pfotenhauer, Nancy"
20120202,543,48,2,99,"Pfotenhauer, Nancy"
20120202,543,32,18,99,99
20120202,543,261,18,99,99
20120202,543,285,22,99,99
20120206,543,177,2,99,"Obama, Barack"
20120206,543,332,2,"Romney, Mitt","Obama, Barack"
20120206,543,45,2,"Hoekstra, Pete","Stabenow, Debbie"
20120206,543,147,2,99,"Hoekstra, Pete"
20120206,543,164,2,"Williams, Juan","Streisand, Barbra"
20120206,543,98,2,99,"Eastwood, Clint"
20120206,543,235,2,"Paul, Mike","Eastwood, Clint"
20120208,543,128,2,99,99
20120208,543,328,2,"Romney, Mitt","Santorum, Rick"
20120208,543,49,14,99,"Obama, Barack"
20120208,543,344,14,"Morris, Jonathan","Haffner, Debra"
20120208,543,275,18,99,"Beach, Bill"
20120208,543,50,2,"Brewer, Jan","Obama, Barack"
20120210,543,153,2,99,99
20120210,543,403,2,99,99
20120210,543,202,2,99,99
20120210,543,170,2,99,99
20120210,543,213,2,99,"Santorum, Rick"
20120210,543,121,2,"Santorum, Rick","Romney, Mitt"
20120214,543,181,1,99,"Obama, Barack"
20120214,543,197,1,99,"Obama, Barack"
20120214,543,106,2,99,"Obama, Barack"
20120214,543,56,2,99,"Obama, Barack"
20120214,543,288,2,"Santorum, Rick","Romney, Mitt"
20120214,543,31,2,99,"Obama, Barack"
20120214,543,230,1,99,99
20120214,543,336,14,"Holland, Julie","Russell, Brian"
20120216,543,258,21,99,99
20120216,543,306,21,99,99
20120216,543,129,2,99,"Obama, Barack"
20120216,543,168,2,"Santorum, Rick","Romney, Mitt"
20120216,543,172,2,99,"Waters, Maxine"
20120216,543,132,2,99,"Santorum, Rick"
20120220,543,189,8,99,"Obama, Barack"
20120220,543,346,8,99,"Obama, Barack"
20120220,543,66,2,"Santorum, Rick","Romney, Mitt"
20120220,543,151,2,99,"Santorum, Rick"
20120220,543,116,2,99,"Santorum, Rick"
20120220,543,24,2,99,"Romney, Mitt"
20120220,543,11,2,99,99
20120220,543,282,26,99,99
20120222,543,147,8,99,99
20120222,543,403,7,99,99
20120222,543,301,2,99,"Obama, Barack"
20120222,543,285,2,99,"Santorum, Rick"
20120224,543,153,2,99,"Obama, Barack"
20120224,543,245,8,99,99
20120224,543,76,2,"Santorum, Rick","Romney, Mitt"
20120224,543,76,2,99,"Obama, Barack"
20120224,543,19,2,99,99
20120224,543,317,1,99,"Turner, Janine"
20120224,543,238,21,99,99
20120228,543,153,2,99,"Romney, Mitt"
20120228,543,167,2,99,"Romney, Mitt"
20120228,543,235,2,99,"Romney, Mitt"
20120228,543,187,2,99,"Romney, Mitt"
20120228,543,76,2,99,99
20120228,543,190,9,99,"Kucinich, Dennis"
20120228,543,79,2,99,"Kucinich, Dennis"
20120228,543,144,7,99,99
20120301,543,174,8,99,99
20120301,543,305,8,99,"Obama, Barack"
20120301,543,318,8,99,"Obama, Barack"
20120301,543,318,2,"Obama, Barack","Santorum, Rick"
20120301,543,147,5,99,99
20120305,543,183,2,"Obama, Barack","Fluke, Sandra"
20120305,543,296,2,"Obama, Barack","Fluke, Sandra"
20120305,543,253,14,99,99
20120305,543,96,2,99,"Romney, Mitt"
20120305,543,158,2,99,"Romney, Mitt"
20120305,543,161,2,99,"Fluke, Sandra"
20120305,543,136,1,"Obama, Barack","Cebull, Richard"
20120307,543,131,2,"Santorum, Rick","Romney, Mitt"
20120307,543,81,2,99,99
20120307,543,213,2,99,"Romney, Mitt"
20120307,543,55,2,99,"Gingrich, Newt"
20120307,543,146,2,"Romney, Mitt","Stephanopoulos, George"
20120307,543,129,23,99,"Stephanopoulos, George"
20120307,543,328,2,"Fluke, Sandra","Obama, Barack"
20120307,543,32,2,99,"Joe the Plumber"
20120307,543,53,2,99,"Joe the Plumber"
20120307,543,33,23,"Limbaugh, Rush","Obama, Barack"
20120309,543,149,2,99,"Fluke, Sandra"
20120309,543,287,2,"Santorum, Rick","Romney, Mitt"
20120309,543,314,2,"Santorum, Rick","Romney, Mitt"
20120309,543,370,2,"Obama, Barack","Maher, Bill"
20120313,543,71,2,99,99
20120313,543,425,2,99,"Obama, Barack"
20120313,543,405,14,99,99
20120313,543,133,14,99,99
20120313,543,141,8,99,99
20120315,543,150,23,99,99
20120315,543,303,23,99,99
20120315,543,319,25,99,99
20120315,543,204,21,99,99
20120315,543,115,25,99,99
20120319,543,176,25,99,"Obama, Barack"
20120319,543,160,1,99,"Obama, Barack"
20120319,543,92,25,99,"Karzai, Hamid"
20120319,543,103,25,99,99
20120319,543,7,25,99,99
20120319,543,76,18,99,"Pelosi, Alexandra"
20120319,543,301,18,99,99
20120319,543,250,2,99,"Romney, Mitt"
20120321,543,162,9,99,"Obama, Barack"
20120321,543,132,9,99,"Obama Administration"
20120321,543,179,2,"Santorum, Rick","Romney, Mitt"
20120321,543,35,2,99,"Rubio, Marco"
20120321,543,123,2,"Martinez, Susana","Rubio, Marco"
20120321,543,201,8,99,"Obama Administration"
20120321,543,379,5,99,99
20120323,543,134,5,"Zimmerman, George","Martin, Trayvon"
20120323,543,207,16,99,99
20120323,543,207,2,99,99
20120323,543,138,1,99,99
20120323,543,135,5,"Rivera, Geraldo","Martin, Trayvon"
20120323,543,66,20,99,"Houston, Whitney"
20120323,543,317,2,99,99
20120327,543,204,14,99,99
20120327,543,262,14,99,99
20120327,543,211,5,"Rand, Jasmine","Martin, Trayvon"
20120327,543,116,5,"Rand, Jasmine","Zimmerman, George"
20120327,543,151,2,99,"Gingrich, Newt"
20120327,543,118,2,99,"Gingrich, Newt"
20120327,543,138,2,99,"Gingrich, Newt"
20120329,543,167,23,99,99
20120329,543,363,5,99,"Crump, Benjamin"
20120329,543,101,5,99,99
20120329,543,187,4,99,99
20120329,543,310,5,99,99
20120402,543,143,2,"Obama, Barack","Romney, Mitt"
20120402,543,138,14,99,"Obama, Barack"
20120402,543,85,25,99,"Obama, Barack"
20120402,543,126,25,99,"Obama, Barack"
20120402,543,208,2,"Walker, Scott","Romney, Mitt"
20120402,543,83,14,99,"Obama, Barack"
20120402,543,93,2,99,"Romney, Mitt"
20120402,543,355,2,99,"Rubio, Marco"
20120404,543,184,2,99,"Obama, Barack"
20120404,543,177,2,99,"Obama, Barack"
20120404,543,166,2,99,"Obama, Barack"
20120404,543,322,18,"Martin, Trayvon","Zimmerman, George"
20120404,543,289,5,"Simpson, OJ","Dear, William"
20120406,543,82,2,"Romney, Mitt","Obama, Barack"
20120406,543,369,2,99,99
20120406,543,219,2,99,99
20120406,543,103,16,99,"Talackova, Jenna"
20120406,543,293,5,99,"Zimmerman, George"
20120406,543,264,5,99,"Manson, Charles"
20120410,543,162,2,"Obama, Barack","Romney, Mitt"
20120410,543,341,2,"Obama, Barack","Romney, Mitt"
20120410,543,55,1,99,"Obama, Barack"
20120410,543,104,2,"Romney, Mitt","Ryan, Paul"
20120410,543,248,1,"Obama, Barack","Ryan, Paul"
20120410,543,55,2,99,"Obama, Barack"
20120410,543,395,8,99,"Payne, Erica"
20120412,543,144,2,"Obama, Barack","Romney, Mitt"
20120412,543,150,2,99,99
20120412,543,156,2,"Obama, Barack","Romney, Mitt"
20120412,543,317,2,99,99
20120412,543,346,5,"Martin, Trayvon","Zimmerman, George"
20120412,543,214,5,99,"Zimmerman, George"
20120416,543,171,2,99,99
20120416,543,347,2,99,99
20120416,543,238,1,99,99
20120416,543,105,26,99,99
20120416,543,340,18,99,"Pavlich, Katie"
20120418,543,170,1,99,99
20120418,543,319,1,99,99
20120418,543,201,2,"Obama, Barack","Romney, Mitt"
20120418,543,117,1,99,99
20120418,543,36,23,99,"Panetta, Leon"
20120418,543,306,23,99,99
20120420,543,311,5,99,"Zimmerman, George"
20120420,543,438,5,99,99
20120420,543,345,5,"Romney, Mitt","Obama, Barack"
20120420,543,320,25,99,99
20120424,543,71,2,99,99
20120424,543,151,2,99,99
20120424,543,297,2,99,99
20120424,543,329,2,99,99
